emp_id,dates,in_time,out_time
26,19/06/2018,00:00.0,00:00.0
26,22/06/2018,00:00.0,00:00.0
26,25/06/2018,00:00.0,00:00.0
26,26/06/2018,00:00.0,00:00.0
26,29/06/2018,00:00.0,00:00.0
27,01/05/2018,00:00.0,00:00.0
27,04/05/2018,00:00.0,00:00.0
27,07/05/2018,00:00.0,00:00.0
27,08/05/2018,00:00.0,00:00.0
27,11/05/2018,00:00.0,00:00.0
27,14/05/2018,00:00.0,00:00.0
27,15/05/2018,00:00.0,00:00.0
27,18/05/2018,00:00.0,00:00.0
27,21/05/2018,00:00.0,00:00.0
27,22/05/2018,00:00.0,00:00.0
27,25/05/2018,00:00.0,00:00.0
27,28/05/2018,00:00.0,00:00.0
27,29/05/2018,00:00.0,00:00.0
27,01/06/2018,00:00.0,00:00.0
27,04/06/2018,00:00.0,00:00.0
27,05/06/2018,00:00.0,00:00.0
27,08/06/2018,00:00.0,00:00.0
27,11/06/2018,00:00.0,00:00.0
27,12/06/2018,00:00.0,00:00.0
27,15/06/2018,00:00.0,00:00.0
27,18/06/2018,00:00.0,00:00.0
27,19/06/2018,00:00.0,00:00.0
27,22/06/2018,00:00.0,00:00.0
27,25/06/2018,00:00.0,00:00.0
27,26/06/2018,00:00.0,00:00.0
27,29/06/2018,00:00.0,00:00.0
28,01/05/2018,00:00.0,00:00.0
28,04/05/2018,00:00.0,00:00.0
28,07/05/2018,00:00.0,00:00.0
28,08/05/2018,00:00.0,00:00.0
28,11/05/2018,00:00.0,00:00.0
28,14/05/2018,00:00.0,00:00.0
28,15/05/2018,00:00.0,00:00.0
28,18/05/2018,00:00.0,00:00.0
28,21/05/2018,00:00.0,00:00.0
28,22/05/2018,00:00.0,00:00.0
28,25/05/2018,00:00.0,00:00.0
28,28/05/2018,00:00.0,00:00.0
28,29/05/2018,00:00.0,00:00.0
28,01/06/2018,00:00.0,00:00.0
28,04/06/2018,00:00.0,00:00.0
28,05/06/2018,00:00.0,00:00.0
28,08/06/2018,00:00.0,00:00.0
28,11/06/2018,00:00.0,00:00.0
28,12/06/2018,00:00.0,00:00.0
28,15/06/2018,00:00.0,00:00.0
28,18/06/2018,00:00.0,00:00.0
28,19/06/2018,00:00.0,00:00.0
28,22/06/2018,00:00.0,00:00.0
28,25/06/2018,00:00.0,00:00.0
28,26/06/2018,00:00.0,00:00.0
28,29/06/2018,00:00.0,00:00.0
29,01/05/2018,00:00.0,00:00.0
29,04/05/2018,00:00.0,00:00.0
29,07/05/2018,00:00.0,00:00.0
29,08/05/2018,00:00.0,00:00.0
29,11/05/2018,00:00.0,00:00.0
29,14/05/2018,00:00.0,00:00.0
29,15/05/2018,00:00.0,00:00.0
29,18/05/2018,00:00.0,00:00.0
29,21/05/2018,00:00.0,00:00.0
29,22/05/2018,00:00.0,00:00.0
29,25/05/2018,00:00.0,00:00.0
29,28/05/2018,00:00.0,00:00.0
29,29/05/2018,00:00.0,00:00.0
29,01/06/2018,00:00.0,00:00.0
29,04/06/2018,00:00.0,00:00.0
29,05/06/2018,00:00.0,00:00.0
29,08/06/2018,00:00.0,00:00.0
29,11/06/2018,00:00.0,00:00.0
29,12/06/2018,00:00.0,00:00.0
29,15/06/2018,00:00.0,00:00.0
29,18/06/2018,00:00.0,00:00.0
29,19/06/2018,00:00.0,00:00.0
29,22/06/2018,00:00.0,00:00.0
29,25/06/2018,00:00.0,00:00.0
29,26/06/2018,00:00.0,00:00.0
29,29/06/2018,00:00.0,00:00.0
30,01/05/2018,00:00.0,00:00.0
30,04/05/2018,00:00.0,00:00.0
30,07/05/2018,00:00.0,00:00.0
30,08/05/2018,00:00.0,00:00.0
30,11/05/2018,00:00.0,00:00.0
30,14/05/2018,00:00.0,00:00.0
30,15/05/2018,00:00.0,00:00.0
30,18/05/2018,00:00.0,00:00.0
30,21/05/2018,00:00.0,00:00.0
30,22/05/2018,00:00.0,00:00.0
30,25/05/2018,00:00.0,00:00.0
30,28/05/2018,00:00.0,00:00.0
30,29/05/2018,00:00.0,00:00.0
30,01/06/2018,00:00.0,00:00.0
30,04/06/2018,00:00.0,00:00.0
30,05/06/2018,00:00.0,00:00.0
30,08/06/2018,00:00.0,00:00.0
30,11/06/2018,00:00.0,00:00.0
30,12/06/2018,00:00.0,00:00.0
30,15/06/2018,00:00.0,00:00.0
30,18/06/2018,00:00.0,00:00.0
30,19/06/2018,00:00.0,00:00.0
30,22/06/2018,00:00.0,00:00.0
30,25/06/2018,00:00.0,00:00.0
30,26/06/2018,00:00.0,00:00.0
30,29/06/2018,00:00.0,00:00.0
